ID,Common Name,Scientific Name,Plant Type,Height,Spread,Root Depth,Seasonal Interest,Notes,Flower Color,Root Type,Bloom Time,Fruit Time,Texture,Form,Growth Rate,Insect Predation,Disease,Light,Hardiness Zone,Soil Moisture,Soil pH,Ecological Function,Human Use/Crop,Region
3224,Snake Plant,Sansevieria trifasciata,Perennial,48,24,4,All Year,Needs well-draining soils. Flowers periodically throughout the year in the tropics. ,"Green, White",Long Rhizome,Summer - Fall,,Coarse,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade, Shade",12-Oct,Moderate,6.1 - 7.8,"Air Cleaner, Wildlife Food","Aromatics/Fragrance, Container Garden, Fiber, Medicine, Ornamental",
3008,Oshidensis Bamboo Grass,Sasa oshidensis,Grass,6,3,0,All Year,"Dwarf runner bamboo. Evergreen to USDA zone 6. Tolerant of heat and cold. Roots extend horizontally. Can tolerate a variety of soils, best in those that are well-drained. Flowers at many-year intervals. ",,"Fibrous Shallow, Rhizome",,,Coarse,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-May,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder","Container Garden, Ornamental",
2880,Katuk,Sauropus androgynus,Deciduous Shrub,10,0,0,All Year,Harvest throughout the year. Best to prune regularly to prevent long branches from collapsing. Some plants have done well growing zone 9.,Rose,,,,Coarse,Arching,Fast,Minor,Minor,"Full_Sun, Partial_Shade, Shade",13-Oct,Moderate,6.0 - 7.0,"Domestic Animal Forage, Hedge","Food, Medicine",
3220,Queensland Umbrella Tree,Schefflera actinophylla,Evergreen Tree,50,20,24,All Year,Dioecious. Can form large surface roots. Best in well-draining soils. ,"Green, Pink, Red, Yellow",Fibrous Shallow,Summer - ?,Fall - ?,Coarse,Rounded,Fast,Medium,Minor,"Full_Sun, Partial_Shade",12-Oct,"Wet, Moderate",5.0 - 7.0,"Air Cleaner, Hedge, Wildlife Food, Windbreak","Container Garden, Ornamental",
3229,"Cactus, Holiday",Schlumbergera spp.,Perennial,18,24,5,Fall-Winter,"Different varieties are known by Thanksgiving, Christmas, and Easter Cactus. Photoperiod-sensitive flowering. Needs well-draining soils. Epiphytic/lithophytic. Roots from stem cuttings. Best in humid environments. Different flowering times in the southern","Orange, Pink, Purple, Red, White, Yellow",Fibrous Shallow,Late Fall - Early Spring,,Coarse,Clump,Moderate,Minor,Medium,Partial_Shade,12-Oct,"Moderate, Dry",5.6 - 6.5,"Air Cleaner, Wildlife Food","Container Garden, Hanging Basket, Ornamental",
3094,Prickly Caterpillar,Scorpiurus muricatus,Annual,12,18,12,Spring-Summer,Aka earthworm weed. Prickly pods need to be bred out as well as multicycle germination in order for the plant to realize its full potential as a forage crop.,"Red, Yellow",Tap,Spring - Late Summer,Summer - Fall,Medium,Matlike,Fast,Minor,Minor,Full_Sun,10-Aug,"Moderate, Dry",6.1 - 7.8,"Domestic Animal Forage, Nitrogen Fixer, Soil Builder",Food,
2928,Chayote,Sechium edule,Vine,900,0,7,All Year,"Various varieties of Chayote differ in their characteristics. Growing more than one plant can improve pollination and fruit set. Grown as an annual in cooler climates, as long as there are 5-6 months of warm growing time. Needs high nutrient soils. ","Green, White",Tuber,,,Medium,Vine,Fast,Minor,Medium,Full_Sun,11-Aug,"Wet, Moderate",5.5 - 7.0,Domestic Animal Forage,"Fiber, Food, Medicine",
2022,Orange Stonecrop,Sedum kamtschaticum,Perennial,12,12,,All Year,"Deep green, succulent foliage; yellow-orange flower",,,,,,Creeping,Moderate,,,"Full_Sun, Partial_Shade",10-Apr,"Moderate, Dry",,Insectory,,
3077,"Senna, Alexandrian",Senna alexandrina,Deciduous Shrub,6,6,0,All Year,"Extensive root system. Blooms and fruits continuously, peak harvest time varies on location. Grows best in well-drained soil. ",Yellow,,,,Medium,,,Minor,Minor,Full_Sun,11-Oct,"Wet, Moderate",6.1 - 7.8,"Domestic Animal Forage, Insectory","Medicine, Ornamental, Wood",
3011,Zigzag Bamboo,Shibataea chinensis,Grass,5,3,0,All Year,"Runner bamboo. Roots extend horizontally. Can tolerate a range of soils, best in those that are well drained.  ",,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Jun,"Wet, Moderate",5.5 - 7.8,"Erosion Control, Hedge, Mulch Maker, Soil Builder","Container Garden, Fiber, Ornamental",
2526,Water Parsnip,Sium suave,Perennial,72,24,0,Summer,,White,Fibrous Shallow,Summer - Early Fall,,Fine,Upright,,Minor,Minor,"Full_Sun, Partial_Shade",11-Mar,"Wet, Moderate",6.0 - 8.0,,"Food, Medicine",
3064,Ku Shen,Sophora flavescens,Deciduous Shrub,7,5,0,Summer-Fall,Yellow flower racemes at same time as green pods.,Yellow,Tap,Summer - Fall,Summer - Fall,Medium,Arching,Moderate,,,"Full_Sun, Partial_Shade",10-Jun,Moderate,5.0 - 8.0,"Insecticide, Nitrogen Fixer",Medicine,
3110,Spanish Broom,Spartium junceum,Deciduous Shrub,15,15,0,Spring,Engages in stem photosynthesis throughout the year even after leaf fall. Roots have a variable morphology depending upon site slope and soil depth.,Yellow,,Early Spring - Late Spring,Spring - Summer,Medium,Spreading,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",10-Apr,"Moderate, Dry",5.0 - 8.0,"Domestic Animal Forage, Erosion Control, Hedge, Insectory, Nitrogen Fixer, Nurse, Toxin Absorber","Aromatics/Fragrance, Biomass, Dye, Essential Oil, Fiber, Ornamental, Wood",
3208,Peace Lily,Spathiphyllum,Perennial,72,60,4,All Year,Flowers sporadically. Has been extensively hybridized; species categorization not very clear. Best in soils with lots of organic matter. More likely to bloom in partial sunlight. Best in a humid environment.,White,Short Rhizome,,,Coarse,Upright,Moderate,Minor,Minor,"Partial_Shade, Shade",12-Oct,"Wet, Moderate",5.8 - 6.5,Air Cleaner,"Container Garden, Cut Flower, Ornamental",
1740,Big Duckweed,Spirodela polyrhiza,Perennial,2,1,,Summer,"Aquatic community. Floating plant.   An aquatic plant management (APM) permit from the DNR is required to physically remove from or transplant into public waters any aquatic plants. Frond surface area green above and purple below.",,Tap,Early Summer - Late Summer,,,,Fast,Minor,Minor,Full_Sun,10-Apr,Wet,,Nurse,,
6999,"Mahogany, Big Leaf",Swietana macrophylla,Deciduous Tree,200,70,60,Spring-Fall,,"Green, White",Fibrous Deep,Spring - Early Summer,Winter - Spring,Medium,Umbrella,Slow,Medium,Minor,"Full_Sun, Partial_Shade",10-Sep,Moderate,6.5 - 7.5,"Nurse, Reclamator, Soil Builder","Aromatics/Fragrance, Dye, Medicine, Oil, Wax, Resin or Polish, Ornamental, Wood",
2950,"Palm, Queen",Syagrus romanzoffiana,Evergreen Tree,60,30,25,All Year,Previously known as Cocos plumosa. Needs well-drained soils. Sensitive to manganese and potassium deficiency. Monoecious. Can blossom all year. ,"Cream, Yellow",Fibrous Shallow,Spring - Summer,Fall - Winter,Coarse,Umbrella,Fast,Minor,Minor,Full_Sun,11-Sep,Moderate,5.5 - 7.5,"Insectory, Wildlife Food","Food, Ornamental, Soap",
3216,Arrowhead Vine,Syngonium podophyllum,Vine,390,24,0,All Year,Thrives in a humid environment with well-draining soils. Produces adventitious roots. Flowers more or less year round in tropical climates -- varies depending on location. Rarely fruits. ,"Green, White",Fibrous Deep,,,Coarse,Vine,Fast,Minor,Minor,"Partial_Shade, Shade",12-Oct,Moderate,5.5 - 6.0,"Air Cleaner, Groundcover","Container Garden, Hanging Basket, Medicine, Ornamental",
2910,Miracle Fruit,Synsepalum dulcificum,Evergreen Shrub,20,15,0,All Year,Blooms and fruits throughout the year. Soil must be well-drained and high in nutrients. Needs humid conditions. ,"Brown, White",Fibrous Shallow,,,Coarse,Pyramidal,Slow,Medium,Medium,Partial_Shade,10-Oct,Moderate,4.5 - 5.8,Erosion Control,"Container Garden, Food",
2912,Tamarind,Tamarindus indica,Evergreen Tree,60,50,0,All Year,Best in fertile well-drained soils but is tolerant of many soil types. May drop leaves in areas with an extreme dry season. Needs a dry season prior to fruiting. Grafted trees may come to bear within 3-4 years. ,"Cream, Pink, Yellow","Tap, Tap",Spring - Summer,Summer - ?,Fine,Spreading,Slow,Minor,Minor,"Full_Sun, Partial_Shade",11-Oct,"Moderate, Dry",5.5 - 6.5,"Domestic Animal Forage, Erosion Control, Insectory, Nitrogen Fixer, Soil Cultivator, Wildlife Food, Windbreak","Coppice, Dye, Food, Medicine, Oil, Wax, Resin or Polish, Ornamental, Pollard, Wood",
2007,Dandelion,Taraxacum officinale,Perennial,12,18,6,Spring,Yellow flower,Yellow,Tap,Spring - Late Spring,,Medium,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Mar,"Moderate, Dry",4.8 - 7.5,"Dynamic Accumulator, Herbicide, Insectory, Mulch Maker, Wildlife Food","Compost, Food, Medicine",
3075,New Zealand Spinach,Tetragonia tetragonioides,Perennial,16,55,0,,Blooms and fruits continuously. Often grown as an annual. Can tolerate a range of soil types. More sensitive to salt during germination and early growth. Self seeding. ,Yellow,,,,Medium,Matlike,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Aug,"Moderate, Dry",6.1 - 7.5,Groundcover,Food,
2920,Mexican Sunflower,Tithonia diversifolia,Perennial,150,144,0,All Year,Likes well-drained soil. Grows well in infertile soils. Becomes woody and shub-like when growing vigorously. Flowers and seeds throughout the year. Young plants eaten by gophers.,White,"Tap, Stolon",,,Coarse,Upright,Fast,Minor,Minor,Full_Sun,11-Sep,"Wet, Moderate",6.1 - 7.8,"Domestic Animal Forage, Erosion Control, Hedge, Insecticide, Insectory, Soil Builder","Biomass, Cut Flower, Ornamental",
1857,White Clover,Trifolium repens,Perennial,8,18,14,Spring-Fall,"True ""Shamrock"" of Ireland.  Is sensitive to the herbicide MCPP.  The inoculant bacteria Rhizobium may be required to confer salt tolerance.  Buy plants pre-inoculated with the bacteria or add it prior to planting.",White,Fibrous Deep,Late Spring - Fall,,Medium,Spreading,Fast,Minor,Medium,"Full_Sun, Partial_Shade",10-Mar,"Wet, Moderate, Dry",5.0 - 7.0,"Domestic Animal Forage, Erosion Control, Groundcover, Insecticide, Insectory, Mulch Maker, Nitrogen Fixer, Nurse, Wildlife Food","Food, Medicine",
2633,White Dutch Clover,Trifolium repens 'Dutch',Perennial,10,18,14,Spring-Fall,Lowest growing perennial white clover often planted in lawns because it tolerates regular mowing and shade.,White,Fibrous Shallow,Late Spring - Late Summer,,Medium,Spreading,Fast,Minor,Medium,"Full_Sun, Partial_Shade",10-Mar,"Wet, Moderate",5.0 - 7.0,"Domestic Animal Forage, Erosion Control, Groundcover, Insecticide, Insectory, Mulch Maker, Nitrogen Fixer, Nurse, Wildlife Food",,
2630,White New Zealand Clover,Trifolium repens 'New Zealand',Perennial,12,18,14,Spring-Fall,"Planted in lawns, orchards and vineyards or pathways.  More vigorous and heat tolerant than Dutch white.",White,Fibrous Shallow,Late Spring - Late Summer,,Medium,Spreading,Fast,Minor,Medium,"Full_Sun, Partial_Shade",10-Mar,"Wet, Moderate",5.0 - 7.0,"Domestic Animal Forage, Erosion Control, Groundcover, Insecticide, Insectory, Mulch Maker, Nitrogen Fixer, Nurse, Wildlife Food",,
2631,White Ladino Clover,Trifolium repens 'Ladino',Perennial,18,18,14,Spring-Fall,Best white clover adapted to rotational pasture grazing.  Grows on poorly drained soils.,White,Fibrous Shallow,Late Spring - Late Summer,,Medium,Spreading,Fast,Minor,Medium,"Full_Sun, Partial_Shade",10-Mar,"Wet, Moderate",5.0 - 7.0,"Domestic Animal Forage, Erosion Control, Groundcover, Insecticide, Insectory, Mulch Maker, Nitrogen Fixer, Nurse, Wildlife Food",,
1903,Winter Wheat,Triticum aestivum,Grass,36,0,18,,Use as cover crop in fall and dormant seeding. Other times of the year use oats or regreen as cover crop.,Green,Fibrous Shallow,,,Medium,Single Stem,Fast,,Minor,Full_Sun,10-Mar,"Wet, Moderate, Dry",,"Dynamic Accumulator, Erosion Control, Groundcover, Nitrogen Scavenger, Nurse, Soil Cultivator","Biomass, Food, Medicine",
3104,Chilean Guava,Ugni molinae,Evergreen Shrub,8,4,0,Spring-Fall,Pollinated by bees and self-fertile. best in well-drained soils. Resistant to honey fungus. Reproduces by seeds and root suckers. ,"Pink, White",Fibrous Shallow,Spring - Summer,Summer - Fall,Medium,Upright,Moderate,Minor,Medium,"Full_Sun, Partial_Shade",10-Aug,Moderate,5.6 - 6.5,"Hedge, Wildlife Food","Container Garden, Food, Medicine, Ornamental",
3120,Mung Bean,Vigna radiata,Annual,60,12,8,,"Aka golden gram, green gram, celera bean, Jerusalem pea, Chickasaw pea, Phaseolus radiata, P radiatus, P setutosus, P sublobatus, P trinevius, P aureus. It is self pollinating.",Yellow,Fibrous Shallow,Early Summer - Early Fall,Summer - Fall,Medium,Vine,Fast,,Medium,Full_Sun,10-May,Moderate,0.0 - 0.0,"Domestic Animal Forage, Nitrogen Fixer","Food, Medicine",
2283,Downy Yellow Violet,Viola pubescens,Perennial,16,8,4,Spring,"Bright yellow flower veined with purple, heart shaped green leaves. Side petals are bearded.  Forms patches. Beak shaped seed pod bursts open when dry, launching the seeds and increasing the range of the plant. ",Yellow,Rhizome,Late Spring,Summer,Medium,Upright,Moderate,,,Partial_Shade,10-Mar,Moderate,6.0 - 7.0,"Groundcover, Insectory, Wildlife Food","Food, Insect Repellent, Medicine, Ornamental",
2914,Ginger,Zingiber officinale,Perennial,4,4,4,Spring-Fall,Normally grown as an annual. Most ginger plants in cultivation are sterile and show no flowers. Likes moist but well-drained soil with lots of nutrients. ,"Cream, Green, Purple",Short Rhizome,,,Medium,,Moderate,Minor,Minor,Partial_Shade,12-Sep,"Wet, Moderate",6.0 - 7.0,"Fungicide, Insecticide, Wildlife Food","Essential Oil, Food, Medicine",
