Species,Common Names,Ranking,Plant Type,Plant Url
Ranunculus glaberrimus,Smooth Buttercup,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-glaberrimus-(Smooth-Buttercup)
Ranunculus glaberrimus var. ellipticus,,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-glaberrimus-var.-ellipticus-()
Ranunculus glaberrimus var. glaberrimus,,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-glaberrimus-var.-glaberrimus-()
Ranunculus gormanii,,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-gormanii-()
Ranunculus hebecarpus,,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-hebecarpus-()
Ranunculus hydrocharoides,Frog's-bit Buttercup,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-hydrocharoides-(Frog's-bit-Buttercup)
Ranunculus hystriculus,Waterfall False Buttercup,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-hystriculus-(Waterfall-False-Buttercup)
Ranunculus lobbii,Lobb's Buttercup,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-lobbii-(Lobb's-Buttercup)
Ranunculus macounii,Macoun's Buttercup,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-macounii-(Macoun's-Buttercup)
Ranunculus occidentalis,Western Buttercup,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-occidentalis-(Western-Buttercup)
Ranunculus occidentalis var. dissectus,,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-occidentalis-var.-dissectus-()
Ranunculus occidentalis var. occidentalis,,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-occidentalis-var.-occidentalis-()
Ranunculus orthorhynchus,,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-orthorhynchus-()
Ranunculus orthorhynchus var. bloomeri,,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-orthorhynchus-var.-bloomeri-()
Ranunculus orthorhynchus var. orthorhynchus,,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-orthorhynchus-var.-orthorhynchus-()
Ranunculus orthorhynchus var. platyphyllus,,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-orthorhynchus-var.-platyphyllus-()
Ranunculus pusillus,,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-pusillus-()
Ranunculus sceleratus,,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-sceleratus-()
Ranunculus sceleratus var. multifidus,,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-sceleratus-var.-multifidus-()
Ranunculus uncinatus,,,"Perennial herb,Annual herb",http://calscape.org/Ranunculus-uncinatus-()
Rhamnus alnifolia,Alder Buckthorn,,Shrub,http://calscape.org/Rhamnus-alnifolia-(Alder-Buckthorn)
Rhamnus crocea,Spiny Redberry,,Shrub,http://calscape.org/Rhamnus-crocea-(Spiny-Redberry)
Rhamnus ilicifolia,Hollyleaf Redberry,,Shrub,http://calscape.org/Rhamnus-ilicifolia-(Hollyleaf-Redberry)
Rhamnus pilosa,Hairyleaf Redberry,,Shrub,http://calscape.org/Rhamnus-pilosa-(Hairyleaf-Redberry)
Rhamnus pirifolia,Island Redberry,,Shrub,http://calscape.org/Rhamnus-pirifolia-(Island-Redberry)
Rhodiola integrifolia,Ledge Stonecrop,,"Perennial herb,Succulent",http://calscape.org/Rhodiola-integrifolia-(Ledge-Stonecrop)
Rhodiola integrifolia ssp. integrifolia,Western Roseroot,,"Perennial herb,Succulent",http://calscape.org/Rhodiola-integrifolia-ssp.-integrifolia-(Western-Roseroot)
Rhododendron columbianum,Western Labrador Tea,,Shrub,http://calscape.org/Rhododendron-columbianum-(Western-Labrador-Tea)
Rhododendron macrophyllum,Pacific Rhododendron,,Shrub,http://calscape.org/Rhododendron-macrophyllum-(Pacific-Rhododendron)
Rhododendron neoglandulosum,,,Shrub,http://calscape.org/Rhododendron-neoglandulosum-()
Rhododendron occidentale,Western Azalea,,Shrub,http://calscape.org/Rhododendron-occidentale-(Western-Azalea)
Rhus aromatica,Fragrant Sumac,,Shrub,http://calscape.org/Rhus-aromatica-(Fragrant-Sumac)
Rhus integrifolia,Lemonade Sumac,,Shrub,http://calscape.org/Rhus-integrifolia-(Lemonade-Sumac)
Rhus ovata,Sugar Sumac,,Shrub,http://calscape.org/Rhus-ovata-(Sugar-Sumac)
Rhynchospora alba,White Beaked-rush,,Grasses,http://calscape.org/Rhynchospora-alba-(White-Beaked-rush)
Rhynchospora californica,California Beaked-rush,,Grasses,http://calscape.org/Rhynchospora-californica-(California-Beaked-rush)
Rhynchospora capitellata,Brownish Beaked-rush,,Grasses,http://calscape.org/Rhynchospora-capitellata-(Brownish-Beaked-rush)
Rhynchospora globularis,,,Grasses,http://calscape.org/Rhynchospora-globularis-()
Ribes amarum,Bitter Gooseberry,,Shrub,http://calscape.org/Ribes-amarum-(Bitter-Gooseberry)
Ribes aureum,Golden Currant,,Shrub,http://calscape.org/Ribes-aureum-(Golden-Currant)
Ribes aureum var. aureum,Golden Currant,,Shrub,http://calscape.org/Ribes-aureum-var.-aureum-(Golden-Currant)
Ribes aureum var. gracillimum,Golden Currant,,Shrub,http://calscape.org/Ribes-aureum-var.-gracillimum-(Golden-Currant)
Ribes binominatum,Trailing Gooseberry,,Shrub,http://calscape.org/Ribes-binominatum-(Trailing-Gooseberry)
Ribes bracteosum,Stink Currant,,Shrub,http://calscape.org/Ribes-bracteosum-(Stink-Currant)
Ribes californicum,Hillside Gooseberry,,Shrub,http://calscape.org/Ribes-californicum-(Hillside-Gooseberry)
Ribes californicum var. californicum,Hillside Gooseberry,,Shrub,http://calscape.org/Ribes-californicum-var.-californicum-(Hillside-Gooseberry)
Ribes californicum var. hesperium,,,Shrub,http://calscape.org/Ribes-californicum-var.-hesperium-()
Ribes canthariforme,Moreno Currant,,Shrub,http://calscape.org/Ribes-canthariforme-(Moreno-Currant)
Ribes cereum,Squaw Currant,,Shrub,http://calscape.org/Ribes-cereum-(Squaw-Currant)
Ribes cereum var. cereum,Wax Currant,,Shrub,http://calscape.org/Ribes-cereum-var.-cereum-(Wax-Currant)
Ribes divaricatum,Spreading Gooseberry,,Shrub,http://calscape.org/Ribes-divaricatum-(Spreading-Gooseberry)
Ribes divaricatum var. pubiflorum,Straggly Gooseberry,,Shrub,http://calscape.org/Ribes-divaricatum-var.-pubiflorum-(Straggly-Gooseberry)
Ribes hudsonianum,Northern Black Currant Currant,,Shrub,http://calscape.org/Ribes-hudsonianum-(Northern-Black-Currant-Currant)
Ribes indecorum,White Flowering Currant,,Shrub,http://calscape.org/Ribes-indecorum-(White-Flowering-Currant)
Ribes inerme,Whitestem Gooseberry,,Shrub,http://calscape.org/Ribes-inerme-(Whitestem-Gooseberry)
Ribes inerme var. inerme,,,Shrub,http://calscape.org/Ribes-inerme-var.-inerme-()
Ribes lacustre,Prickly Currant,,Shrub,http://calscape.org/Ribes-lacustre-(Prickly-Currant)
Ribes lasianthum,Woolly-flowered Gooseberry,,Shrub,http://calscape.org/Ribes-lasianthum-(Woolly-flowered-Gooseberry)
Ribes laxiflorum,Trailing Black Currant,,Shrub,http://calscape.org/Ribes-laxiflorum-(Trailing-Black-Currant)
Ribes lobbii,Gummy Gooseberry,,Shrub,http://calscape.org/Ribes-lobbii-(Gummy-Gooseberry)
Ribes malvaceum,Chaparral Currant,,Shrub,http://calscape.org/Ribes-malvaceum-(Chaparral-Currant)
Ribes malvaceum var. malvaceum,Chaparral Currant,,Shrub,http://calscape.org/Ribes-malvaceum-var.-malvaceum-(Chaparral-Currant)
Ribes malvaceum var. viridifolium,Chaparral Currant,,Shrub,http://calscape.org/Ribes-malvaceum-var.-viridifolium-(Chaparral-Currant)
Ribes marshallii,Marshall's Gooseberry,,Shrub,http://calscape.org/Ribes-marshallii-(Marshall's-Gooseberry)
Ribes menziesii,Canyon Gooseberry,,Shrub,http://calscape.org/Ribes-menziesii-(Canyon-Gooseberry)
Ribes menziesii var. ixoderme,Aromatic Canyon Gooseberry,,Shrub,http://calscape.org/Ribes-menziesii-var.-ixoderme-(Aromatic-Canyon-Gooseberry)
Ribes menziesii var. menziesii,Canyon Gooseberry,,Shrub,http://calscape.org/Ribes-menziesii-var.-menziesii-(Canyon-Gooseberry)
Ribes montigenum,Alpine Prickly Current,,Shrub,http://calscape.org/Ribes-montigenum-(Alpine-Prickly-Current)
Ribes nevadense,Sierra Currant,,Shrub,http://calscape.org/Ribes-nevadense-(Sierra-Currant)
Ribes quercetorum,Rock Gooseberry,,Shrub,http://calscape.org/Ribes-quercetorum-(Rock-Gooseberry)
Ribes roezlii,Sierra Gooseberry,,Shrub,http://calscape.org/Ribes-roezlii-(Sierra-Gooseberry)
Ribes roezlii var. amictum,Hoary Gooseberry,,Shrub,http://calscape.org/Ribes-roezlii-var.-amictum-(Hoary-Gooseberry)
Ribes roezlii var. cruentum,,,Shrub,http://calscape.org/Ribes-roezlii-var.-cruentum-()
Ribes roezlii var. roezlii,Sierra Gooseberry,,Shrub,http://calscape.org/Ribes-roezlii-var.-roezlii-(Sierra-Gooseberry)
Ribes sanguineum,Red Flowering Currant,,Shrub,http://calscape.org/Ribes-sanguineum-(Red-Flowering-Currant)
Ribes sanguineum var. glutinosum,Blood Currant,,Shrub,http://calscape.org/Ribes-sanguineum-var.-glutinosum-(Blood-Currant)
Ribes sanguineum var. sanguineum,Redflower Currant,,Shrub,http://calscape.org/Ribes-sanguineum-var.-sanguineum-(Redflower-Currant)
Ribes sericeum,Santa Lucia Gooseberry,,Shrub,http://calscape.org/Ribes-sericeum-(Santa-Lucia-Gooseberry)
Ribes speciosum,Fuchsiaflower Gooseberry,,Shrub,http://calscape.org/Ribes-speciosum-(Fuchsiaflower-Gooseberry)
Ribes thacherianum,Santa Cruz Island Gooseberry,,Shrub,http://calscape.org/Ribes-thacherianum-(Santa-Cruz-Island-Gooseberry)
Ribes tularense,Sequoia Gooseberry,,Shrub,http://calscape.org/Ribes-tularense-(Sequoia-Gooseberry)
Ribes velutinum,Desert Gooseberry,,Shrub,http://calscape.org/Ribes-velutinum-(Desert-Gooseberry)
Ribes viburnifolium,Catalina Currant,,Shrub,http://calscape.org/Ribes-viburnifolium-(Catalina-Currant)
Ribes victoris,Victor's Gooseberry,,Shrub,http://calscape.org/Ribes-victoris-(Victor's-Gooseberry)
Ribes viscosissimum,Hall's Sticky Currant,,Shrub,http://calscape.org/Ribes-viscosissimum-(Hall's-Sticky-Currant)
Rigiopappus leptocladus,,,Annual herb,http://calscape.org/Rigiopappus-leptocladus-()
Robinia neomexicana,New Mexico Locust,,Tree,http://calscape.org/Robinia-neomexicana-(New-Mexico-Locust)
Romanzoffia californica,California Romanzoffia,,Perennial herb,http://calscape.org/Romanzoffia-californica-(California-Romanzoffia)
Romanzoffia sitchensis,Sitka Mistmaiden,,Perennial herb,http://calscape.org/Romanzoffia-sitchensis-(Sitka-Mistmaiden)
Romanzoffia tracyi,Tracy's Mistmaiden,,Perennial herb,http://calscape.org/Romanzoffia-tracyi-(Tracy's-Mistmaiden)
Romneya coulteri,Coulter's Matilija Poppy,,Perennial herb,http://calscape.org/Romneya-coulteri-(Coulter's-Matilija-Poppy)
Romneya trichocalyx,Bristly Matilija Poppy,,Perennial herb,http://calscape.org/Romneya-trichocalyx-(Bristly-Matilija-Poppy)
Rorippa columbiae,Columbia Yellow Cress,,Perennial herb,http://calscape.org/Rorippa-columbiae-(Columbia-Yellow-Cress)
Rorippa curvipes,,,Annual herb,http://calscape.org/Rorippa-curvipes-()
Rorippa curvisiliqua,,,Annual herb,http://calscape.org/Rorippa-curvisiliqua-()
Rorippa palustris,,,Annual herb,http://calscape.org/Rorippa-palustris-()
Rorippa palustris ssp. palustris,,,Annual herb,http://calscape.org/Rorippa-palustris-ssp.-palustris-()
Rorippa sphaerocarpa,,,Annual herb,http://calscape.org/Rorippa-sphaerocarpa-()
Rorippa subumbellata,Tahoe Yellow Cress,,Perennial herb,http://calscape.org/Rorippa-subumbellata-(Tahoe-Yellow-Cress)
Rosa bridgesii,Sierran Dwarf Rose,,Shrub,http://calscape.org/Rosa-bridgesii-(Sierran-Dwarf-Rose)
Rosa californica,California Wildrose,,Shrub,http://calscape.org/Rosa-californica-(California-Wildrose)
Rosa gymnocarpa,Dwarf Rose,,Shrub,http://calscape.org/Rosa-gymnocarpa-(Dwarf-Rose)
Rosa gymnocarpa var. gymnocarpa,,,Shrub,http://calscape.org/Rosa-gymnocarpa-var.-gymnocarpa-()
Rosa minutifolia,Small Leaved Rose,,Shrub,http://calscape.org/Rosa-minutifolia-(Small-Leaved-Rose)
Rosa nutkana,Nootka Rose,,Shrub,http://calscape.org/Rosa-nutkana-(Nootka-Rose)
Rosa nutkana ssp. nutkana,Nootka Rose,,Shrub,http://calscape.org/Rosa-nutkana-ssp.-nutkana-(Nootka-Rose)
Rosa pinetorum,Pine Rose,,Shrub,http://calscape.org/Rosa-pinetorum-(Pine-Rose)
Rosa pisocarpa,Cluster Rose,,Shrub,http://calscape.org/Rosa-pisocarpa-(Cluster-Rose)
Rosa pisocarpa ssp. ahartii,Ahart Rose,,Shrub,http://calscape.org/Rosa-pisocarpa-ssp.-ahartii-(Ahart-Rose)
Rosa pisocarpa ssp. pisocarpa,Cluster or Pea Rose,,Shrub,http://calscape.org/Rosa-pisocarpa-ssp.-pisocarpa-(Cluster-Or-Pea-Rose)
Rosa spithamea,Ground Rose,,Shrub,http://calscape.org/Rosa-spithamea-(Ground-Rose)
Rosa woodsii,Woods' Rose,,Shrub,http://calscape.org/Rosa-woodsii-(Woods'-Rose)
Rosa woodsii ssp. ultramontana,Woods' Rose,,Shrub,http://calscape.org/Rosa-woodsii-ssp.-ultramontana-(Woods'-Rose)
Rotala ramosior,,,Annual herb,http://calscape.org/Rotala-ramosior-()
Rubus glaucifolius,Cuyamaca Raspberry,,"Shrub,Vine",http://calscape.org/Rubus-glaucifolius-(Cuyamaca-Raspberry)
Rubus idaeus,American Red Raspberry,,"Shrub,Vine",http://calscape.org/Rubus-idaeus-(American-Red-Raspberry)
Rubus lasiococcus,Rough Fruit Berry,,"Shrub,Vine",http://calscape.org/Rubus-lasiococcus-(Rough-Fruit-Berry)
Rubus leucodermis,Western Raspberry,,"Shrub,Vine",http://calscape.org/Rubus-leucodermis-(Western-Raspberry)
Rubus nivalis,Snow Dwarf Bramble,,"Shrub,Vine",http://calscape.org/Rubus-nivalis-(Snow-Dwarf-Bramble)
Rubus parviflorus,Western Thimbleberry,,"Shrub,Vine",http://calscape.org/Rubus-parviflorus-(Western-Thimbleberry)
Rubus spectabilis,Salmon Berry,,Shrub,http://calscape.org/Rubus-spectabilis-(Salmon-Berry)
Rubus ursinus,Pacific Blackberry,,"Shrub,Vine",http://calscape.org/Rubus-ursinus-(Pacific-Blackberry)
Rudbeckia californica,California Cone Flower,,Perennial herb,http://calscape.org/Rudbeckia-californica-(California-Cone-Flower)
Rudbeckia glaucescens,Waxy Cone-flower,,Perennial herb,http://calscape.org/Rudbeckia-glaucescens-(Waxy-Cone-flower)
Rudbeckia hirta,Blackeyed Susan,,Perennial herb,http://calscape.org/Rudbeckia-hirta-(Blackeyed-Susan)
Rudbeckia klamathensis,Klamath Cone-flower,,Perennial herb,http://calscape.org/Rudbeckia-klamathensis-(Klamath-Cone-flower)
Rudbeckia occidentalis,Western Cone Flower,,Perennial herb,http://calscape.org/Rudbeckia-occidentalis-(Western-Cone-Flower)
Rumex californicus,,,"Perennial herb,Annual herb",http://calscape.org/Rumex-californicus-()
Rumex crassus,,,"Perennial herb,Annual herb",http://calscape.org/Rumex-crassus-()
Rumex fueginus,Golden Dock,,"Perennial herb,Annual herb",http://calscape.org/Rumex-fueginus-(Golden-Dock)
Rumex hymenosepalus,"Canaigre, Wild-rhubarb",,"Perennial herb,Annual herb","http://calscape.org/Rumex-hymenosepalus-(Canaigre,-Wild-rhubarb)"
Rumex occidentalis,Western Dock,,"Perennial herb,Annual herb",http://calscape.org/Rumex-occidentalis-(Western-Dock)
Rumex paucifolius,,,"Perennial herb,Annual herb",http://calscape.org/Rumex-paucifolius-()
Rumex persicarioides,,,"Perennial herb,Annual herb",http://calscape.org/Rumex-persicarioides-()
Rumex salicifolius,Willow Dock,,"Perennial herb,Annual herb",http://calscape.org/Rumex-salicifolius-(Willow-Dock)
Rumex transitorius,,,"Perennial herb,Annual herb",http://calscape.org/Rumex-transitorius-()
Rumex triangulivalvis,,,"Perennial herb,Annual herb",http://calscape.org/Rumex-triangulivalvis-()
Rumex venosus,Winged Dock,,"Perennial herb,Annual herb",http://calscape.org/Rumex-venosus-(Winged-Dock)
Rupertia hallii,Hall's Rupertia,,Perennial herb,http://calscape.org/Rupertia-hallii-(Hall's-Rupertia)
Rupertia physodes,Common Rupertia,,Perennial herb,http://calscape.org/Rupertia-physodes-(Common-Rupertia)
Rupertia rigida,Parish's Rupertia,,Perennial herb,http://calscape.org/Rupertia-rigida-(Parish's-Rupertia)
Ruppia maritima,,,Perennial herb,http://calscape.org/Ruppia-maritima-()
Sagina decumbens,,,Perennial herb,http://calscape.org/Sagina-decumbens-()
Sagina decumbens ssp. occidentalis,Western Pearlwort,,Perennial herb,http://calscape.org/Sagina-decumbens-ssp.-occidentalis-(Western-Pearlwort)
Sagina maxima,,,Perennial herb,http://calscape.org/Sagina-maxima-()
Sagina maxima ssp. crassicaulis,Thick-stemmed Pearlwort,,Perennial herb,http://calscape.org/Sagina-maxima-ssp.-crassicaulis-(Thick-stemmed-Pearlwort)
Sagina saginoides,Arctic Pearlwort,,Perennial herb,http://calscape.org/Sagina-saginoides-(Arctic-Pearlwort)
Sagittaria cuneata,,,Perennial herb,http://calscape.org/Sagittaria-cuneata-()
Sagittaria latifolia,Wappato,,Perennial herb,http://calscape.org/Sagittaria-latifolia-(Wappato)
Sagittaria montevidensis,,,Perennial herb,http://calscape.org/Sagittaria-montevidensis-()
Sagittaria montevidensis ssp. calycina,,,Perennial herb,http://calscape.org/Sagittaria-montevidensis-ssp.-calycina-()
Sagittaria sanfordii,Sanford's Arrowhead,,Perennial herb,http://calscape.org/Sagittaria-sanfordii-(Sanford's-Arrowhead)
Salicornia bigelovii,,,Annual herb,http://calscape.org/Salicornia-bigelovii-()
Salicornia depressa,Virginia Glasswort,,Annual herb,http://calscape.org/Salicornia-depressa-(Virginia-Glasswort)
Salicornia pacifica,Pickleweed,,Perennial herb,http://calscape.org/Salicornia-pacifica-(Pickleweed)
Salicornia perennis,,,Perennial herb,http://calscape.org/Salicornia-perennis-()
Salicornia rubra,,,Annual herb,http://calscape.org/Salicornia-rubra-()
Salix bebbiana,Gray Willow,,"Tree,Shrub",http://calscape.org/Salix-bebbiana-(Gray-Willow)
Salix boothii,Booth's Willow,,Tree,http://calscape.org/Salix-boothii-(Booth's-Willow)
Salix brachycarpa,Shortfruit Willow,,Tree,http://calscape.org/Salix-brachycarpa-(Shortfruit-Willow)
Salix brachycarpa var. brachycarpa,Short-fruited Willow,,"Tree,Shrub",http://calscape.org/Salix-brachycarpa-var.-brachycarpa-(Short-fruited-Willow)
Salix breweri,Brewer's Willow,,"Tree,Shrub",http://calscape.org/Salix-breweri-(Brewer's-Willow)
Salix delnortensis,Del Norte Willow,,"Tree,Shrub",http://calscape.org/Salix-delnortensis-(Del-Norte-Willow)
Salix eastwoodiae,Mountain Willow,,Tree,http://calscape.org/Salix-eastwoodiae-(Mountain-Willow)
Salix exigua,Sandbar Willow,,"Tree,Shrub",http://calscape.org/Salix-exigua-(Sandbar-Willow)
Salix exigua var. exigua,"Narrow-leaved Willow, Coyote Willow",,"Tree,Shrub","http://calscape.org/Salix-exigua-var.-exigua-(Narrow-leaved-Willow,-Coyote-Willow)"
Salix exigua var. hindsiana,Sandbar Willow,,"Tree,Shrub",http://calscape.org/Salix-exigua-var.-hindsiana-(Sandbar-Willow)
Salix geyeriana,Geyer's Willow,,Tree,http://calscape.org/Salix-geyeriana-(Geyer's-Willow)
Salix gooddingii,Goodding's Black Willow,,Tree,http://calscape.org/Salix-gooddingii-(Goodding's-Black-Willow)
Salix hookeriana,Coastal Willow,,"Tree,Shrub",http://calscape.org/Salix-hookeriana-(Coastal-Willow)
Salix jepsonii,Jepson's Willow,,"Tree,Shrub",http://calscape.org/Salix-jepsonii-(Jepson's-Willow)
Salix laevigata,Red Willow,,Tree,http://calscape.org/Salix-laevigata-(Red-Willow)
Salix lasiandra,Shining Willow,,"Tree,Shrub",http://calscape.org/Salix-lasiandra-(Shining-Willow)
Salix lasiandra var. caudata,Tail-leaf Willow,,"Tree,Shrub",http://calscape.org/Salix-lasiandra-var.-caudata-(Tail-leaf-Willow)
Salix lasiandra var. lasiandra,Yellow Willow,,"Tree,Shrub",http://calscape.org/Salix-lasiandra-var.-lasiandra-(Yellow-Willow)
Salix lasiolepis,Arroyo Willow,,"Tree,Shrub",http://calscape.org/Salix-lasiolepis-(Arroyo-Willow)
Salix lemmonii,Lemmon's Willow,,Tree,http://calscape.org/Salix-lemmonii-(Lemmon's-Willow)
Salix lutea,Yellow Willow,,Tree,http://calscape.org/Salix-lutea-(Yellow-Willow)
